Hex	Rank	Emoji	Year	Category	Subcategory	Name
\x{26D1 FE0F}	1153	⛑️	2009	Objects	clothing	rescue worker’s helmet
\x{1F3DA FE0F}	1154	🏚️	2014	Travel & Places	place-building	derelict house
\x{1F3BD}	1155	🎽	2014	Activities	sport	running shirt
\x{1F6B0}	1156	🚰	2010	Symbols	transport-sign	potable water
\x{1F3EA}	1157	🏪	2014	Travel & Places	place-building	convenience store
\x{26F7 FE0F}	1158	⛷️	2009	People & Body	person-sport	skier
\x{1F469 200D 1F4BC}	1159	👩‍💼	2016	People & Body	person-role	woman office worker
\x{2651}	1160	♑	1995	Symbols	zodiac	Capricorn
\x{1F1E8 1F1F2}	1161	🇨🇲	2010	Flags	country-flag	flag: Cameroon
\x{1F468 200D 1F9B1}	1162	👨‍🦱	2018	People & Body	person	man: curly hair
\x{1F1F1 1F1FE}	1163	🇱🇾	2010	Flags	country-flag	flag: Libya
\x{23EB}	1164	⏫	2010	Symbols	av-symbol	fast up button
\x{1F3E3}	1165	🏣	2014	Travel & Places	place-building	Japanese post office
\x{1F689}	1166	🚉	2010	Travel & Places	transport-ground	station
\x{1F6C5}	1167	🛅	2010	Symbols	transport-sign	left luggage
\x{2695 FE0F}	1168	⚕️	2016	Symbols	other-symbol	medical symbol
\x{26F4 FE0F}	1169	⛴️	2009	Travel & Places	transport-water	ferry
\x{1F441 FE0F 200D 1F5E8 FE0F}	1170	👁️‍🗨️	2014	Smileys & Emotion	emotion	eye in speech bubble
\x{1F3E7}	1171	🏧	2014	Symbols	transport-sign	ATM sign
\x{25FB FE0F}	1172	◻️	2002	Symbols	geometric	white medium square
\x{1F469 200D 1F52C}	1173	👩‍🔬	2016	People & Body	person-role	woman scientist
\x{23F9 FE0F}	1174	⏹️	2014	Symbols	av-symbol	stop button
\x{1F1F7 1F1F4}	1175	🇷🇴	2010	Flags	country-flag	flag: Romania
\x{1F469 200D 1F466}	1176	👩‍👦	2016	People & Body	family	family: woman, boy
\x{2B1C}	1177	⬜	2008	Symbols	geometric	white large square
\x{1F9B4}	1178	🦴	2018	People & Body	body-parts	bone
\x{23 FE0F 20E3}	1179	#️⃣	2010	Symbols	keycap	keycap: #
\x{1F1E6 1F1F1}	1180	🇦🇱	2010	Flags	country-flag	flag: Albania
\x{1F1F9 1F1FC}	1181	🇹🇼	2010	Flags	country-flag	flag: Taiwan
\x{1F468 200D 1F9B0}	1182	👨‍🦰	2018	People & Body	person	man: red hair
\x{1F6E3 FE0F}	1183	🛣️	2014	Travel & Places	transport-ground	motorway
\x{1F3E4}	1184	🏤	2014	Travel & Places	place-building	post office
\x{1F6C4}	1185	🛄	2010	Symbols	transport-sign	baggage claim
\x{1F1EE 1F1F8}	1186	🇮🇸	2010	Flags	country-flag	flag: Iceland
\x{1F3EC}	1187	🏬	2014	Travel & Places	place-building	department store
\x{1F468 200D 1F3A4}	1188	👨‍🎤	2016	People & Body	person-role	man singer
\x{1F550}	1189	🕐	2010	Travel & Places	time	one o’clock
\x{1F3A6}	1190	🎦	2014	Symbols	av-symbol	cinema
\x{1F468 200D 1F4BC}	1191	👨‍💼	2016	People & Body	person-role	man office worker
\x{1F4B9}	1192	💹	2014	Objects	money	chart increasing with yen
\x{2638 FE0F}	1193	☸️	1995	Symbols	religion	wheel of dharma
\x{1F4F4}	1194	📴	2014	Symbols	av-symbol	mobile phone off
\x{1F469 200D 1F9B3}	1195	👩‍🦳	2018	People & Body	person	woman: white hair
\x{1F4D0}	1196	📐	2014	Objects	office	triangular ruler
\x{1F5B1 FE0F}	1197	🖱️	2014	Objects	computer	computer mouse
\x{1F9F5}	1198	🧵	2018	Activities	arts & crafts	thread
\x{1F1ED 1F1F9}	1199	🇭🇹	2010	Flags	country-flag	flag: Haiti
\x{1F1F8 1F1F3}	1200	🇸🇳	2010	Flags	country-flag	flag: Senegal
\x{1F529}	1201	🔩	2015	Objects	tool	nut and bolt
\x{1F232}	1202	🈲	2010	Symbols	alphanum	Japanese “prohibited” button
\x{1F3B4}	1203	🎴	2014	Activities	game	flower playing cards
\x{1F9F3}	1204	🧳	2018	Travel & Places	hotel	luggage
\x{1F4F3}	1205	📳	2014	Symbols	av-symbol	vibration mode
\x{2626 FE0F}	1206	☦️	1995	Symbols	religion	orthodox cross
\x{1F686}	1207	🚆	2010	Travel & Places	transport-ground	train
\x{1F4C1}	1208	📁	2014	Objects	office	file folder
\x{1F9A2}	1209	🦢	2018	Animals & Nature	animal-bird	swan
\x{1F4D4}	1210	📔	2014	Objects	book-paper	notebook with decorative cover
\x{1F1E6 1F1EB}	1211	🇦🇫	2010	Flags	country-flag	flag: Afghanistan
\x{1F469 200D 1F3A8}	1212	👩‍🎨	2016	People & Body	person-role	woman artist
\x{1F9F6}	1213	🧶	2018	Activities	arts & crafts	yarn
\x{1F551}	1214	🕑	2010	Travel & Places	time	two o’clock
\x{1F6B8}	1215	🚸	2010	Symbols	warning	children crossing
\x{1F9E3}	1216	🧣	2017	Objects	clothing	scarf
\x{1F468 200D 1F680}	1217	👨‍🚀	2016	People & Body	person-role	man astronaut
\x{1F1E7 1F1ED}	1218	🇧🇭	2010	Flags	country-flag	flag: Bahrain
\x{1F3ED}	1219	🏭	2014	Travel & Places	place-building	factory
\x{1F3FA}	1220	🏺	2014	Food & Drink	dishware	amphora
\x{1F1EC 1F1F3}	1221	🇬🇳	2010	Flags	country-flag	flag: Guinea
\x{1F93D}	1222	🤽	2016	People & Body	person-sport	person playing water polo
\x{1F6E5 FE0F}	1223	🛥️	2014	Travel & Places	transport-water	motor boat
\x{1F9C2}	1224	🧂	2018	Food & Drink	food-prepared	salt
\x{1F1F2 1F1F1}	1225	🇲🇱	2010	Flags	country-flag	flag: Mali
\x{1F301}	1226	🌁	2010	Travel & Places	place-other	foggy
\x{1F936}	1227	🤶	2016	People & Body	person-fantasy	Mrs. Claus
\x{1F1E6 1F1FF}	1228	🇦🇿	2010	Flags	country-flag	flag: Azerbaijan
\x{1F4BD}	1229	💽	2014	Objects	computer	computer disk
\x{1F9FA}	1230	🧺	2018	Objects	household	basket
\x{1F468 200D 1F9B2}	1231	👨‍🦲	2018	People & Body	person	man: bald
\x{1F1E6 1F1F4}	1232	🇦🇴	2010	Flags	country-flag	flag: Angola
\x{1F68E}	1233	🚎	2010	Travel & Places	transport-ground	trolleybus
\x{1F1EE 1F1F7}	1234	🇮🇷	2010	Flags	country-flag	flag: Iran
\x{1F1F3 1F1F5}	1235	🇳🇵	2010	Flags	country-flag	flag: Nepal
\x{1F5D2 FE0F}	1236	🗒️	2014	Objects	office	spiral notepad
\x{1F1E8 1F1E9}	1237	🇨🇩	2010	Flags	country-flag	flag: Congo - Kinshasa
\x{1F6CB FE0F}	1238	🛋️	2014	Objects	household	couch and lamp
\x{2328 FE0F}	1239	⌨️	1995	Objects	computer	keyboard
\x{1F18E}	1240	🆎	2010	Symbols	alphanum	AB button (blood type)
\x{1F9D7}	1241	🧗	2017	People & Body	person-activity	person climbing
\x{1F9FD}	1242	🧽	2018	Objects	household	sponge
\x{1F9E5}	1243	🧥	2017	Objects	clothing	coat
\x{1F1F0 1F1EA}	1244	🇰🇪	2010	Flags	country-flag	flag: Kenya
\x{1F6F6}	1245	🛶	2016	Travel & Places	transport-water	canoe
\x{1F4D1}	1246	📑	2014	Objects	book-paper	bookmark tabs
\x{1F45D}	1247	👝	2014	Objects	clothing	clutch bag
\x{1F1E6 1F1F2}	1248	🇦🇲	2010	Flags	country-flag	flag: Armenia
\x{23EF FE0F}	1249	⏯️	2010	Symbols	av-symbol	play or pause button
\x{1F1EC 1F1EA}	1250	🇬🇪	2010	Flags	country-flag	flag: Georgia
\x{1F6F9}	1251	🛹	2018	Travel & Places	transport-ground	skateboard
\x{1F4B1}	1252	💱	2014	Objects	money	currency exchange
\x{1F468 200D 1F3A8}	1253	👨‍🎨	2016	People & Body	person-role	man artist
\x{1F1E7 1F1EC}	1254	🇧🇬	2010	Flags	country-flag	flag: Bulgaria
\x{1F1EA 1F1E6}	1255	🇪🇦	2010	Flags	country-flag	flag: Ceuta & Melilla
\x{1F469 200D 2696 FE0F}	1256	👩‍⚖️	2016	People & Body	person-role	woman judge
\x{1F553}	1257	🕓	2010	Travel & Places	time	four o’clock
\x{1F469 200D 1F680}	1258	👩‍🚀	2016	People & Body	person-role	woman astronaut
\x{1F69E}	1259	🚞	2010	Travel & Places	transport-ground	mountain railway
\x{1F468 200D 1F692}	1260	👨‍🚒	2016	People & Body	person-role	man firefighter
\x{1F9F4}	1261	🧴	2018	Objects	household	lotion bottle
\x{1F196}	1262	🆖	2010	Symbols	alphanum	NG button
\x{1F500}	1263	🔀	2015	Symbols	av-symbol	shuffle tracks button
\x{1F468 200D 1F52C}	1264	👨‍🔬	2016	People & Body	person-role	man scientist
\x{1F468 200D 2696 FE0F}	1265	👨‍⚖️	2016	People & Body	person-role	man judge
\x{1F468 200D 1F469 200D 1F466 200D 1F466}	1266	👨‍👩‍👦‍👦	2010	People & Body	family	family: man, woman, boy, boy
\x{1F3F4 E0067 E0062 E0077 E006C E0073 E007F}	1267	🏴󠁧󠁢󠁷󠁬󠁳󠁿	2017	Flags	subdivision-flag	flag: Wales
\x{1F960}	1268	🥠	2017	Food & Drink	food-asian	fortune cookie
\x{1F6B3}	1269	🚳	2010	Symbols	warning	no bicycles
\x{1F1E7 1F1EF}	1270	🇧🇯	2010	Flags	country-flag	flag: Benin
\x{1F1F2 1F1EC}	1271	🇲🇬	2010	Flags	country-flag	flag: Madagascar
\x{1F1EA 1F1EA}	1272	🇪🇪	2010	Flags	country-flag	flag: Estonia
\x{23ED FE0F}	1273	⏭️	2010	Symbols	av-symbol	next track button
\x{1F998}	1274	🦘	2018	Animals & Nature	animal-mammal	kangaroo
\x{1F54E}	1275	🕎	2014	Symbols	religion	menorah
\x{1F21A}	1276	🈚	2009	Symbols	alphanum	Japanese “free of charge” button
\x{1F6A1}	1277	🚡	2010	Travel & Places	transport-air	aerial tramway
\x{1F555}	1278	🕕	2010	Travel & Places	time	six o’clock
\x{265F FE0F}	1279	♟️	2018	Activities	game	chess pawn
\x{1F96E}	1280	🥮	2018	Food & Drink	food-asian	moon cake
\x{1F1F7 1F1F8}	1281	🇷🇸	2010	Flags	country-flag	flag: Serbia
\x{1F251}	1282	🉑	2010	Symbols	alphanum	Japanese “acceptable” button
\x{1F4C2}	1283	📂	2014	Objects	office	open file folder
\x{1F1F9 1F1FF}	1284	🇹🇿	2010	Flags	country-flag	flag: Tanzania
\x{1F4EB}	1285	📫	2014	Objects	mail	closed mailbox with raised flag
\x{1F558}	1286	🕘	2010	Travel & Places	time	nine o’clock
\x{1F68A}	1287	🚊	2010	Travel & Places	transport-ground	tram
\x{1F688}	1288	🚈	2010	Travel & Places	transport-ground	light rail
\x{1F999}	1289	🦙	2018	Animals & Nature	animal-mammal	llama
\x{1F502}	1290	🔂	2015	Symbols	av-symbol	repeat single button
\x{1F99D}	1291	🦝	2018	Animals & Nature	animal-mammal	raccoon
\x{2797}	1292	➗	2010	Symbols	other-symbol	division sign
\x{1F557}	1293	🕗	2010	Travel & Places	time	eight o’clock
\x{1F468 200D 1F469 200D 1F467 200D 1F467}	1294	👨‍👩‍👧‍👧	2010	People & Body	family	family: man, woman, girl, girl
\x{1F239}	1295	🈹	2010	Symbols	alphanum	Japanese “discount” button
\x{1F1F1 1F1FA}	1296	🇱🇺	2010	Flags	country-flag	flag: Luxembourg
\x{1F6E4 FE0F}	1297	🛤️	2014	Travel & Places	transport-ground	railway track
\x{1F1FA 1F1EC}	1298	🇺🇬	2010	Flags	country-flag	flag: Uganda
\x{1F556}	1299	🕖	2010	Travel & Places	time	seven o’clock
\x{1F234}	1300	🈴	2010	Symbols	alphanum	Japanese “passing grade” button
\x{1F468 200D 1F527}	1301	👨‍🔧	2016	People & Body	person-role	man mechanic
\x{1F94D}	1302	🥍	2018	Activities	sport	lacrosse
\x{1F50F}	1303	🔏	2015	Objects	lock	locked with pen
\x{1F1E7 1F1FC}	1304	🇧🇼	2010	Flags	country-flag	flag: Botswana
\x{1F6B7}	1305	🚷	2010	Symbols	warning	no pedestrians
\x{1F1F2 1F1F0}	1306	🇲🇰	2010	Flags	country-flag	flag: North Macedonia
\x{1F1F1 1F1FB}	1307	🇱🇻	2010	Flags	country-flag	flag: Latvia
\x{1F559}	1308	🕙	2010	Travel & Places	time	ten o’clock
\x{1F1F9 1F1F9}	1309	🇹🇹	2010	Flags	country-flag	flag: Trinidad & Tobago
\x{1F1F1 1F1F9}	1310	🇱🇹	2010	Flags	country-flag	flag: Lithuania
\x{1F469 200D 2764 FE0F 200D 1F48B 200D 1F468}	1311	👩‍❤️‍💋‍👨	2010	People & Body	family	kiss: woman, man
\x{1F468 200D 1F467}	1312	👨‍👧	2016	People & Body	family	family: man, girl
\x{1F4DF}	1313	📟	2014	Objects	phone	pager
\x{1F469 200D 2708 FE0F}	1314	👩‍✈️	2016	People & Body	person-role	woman pilot
\x{23F8 FE0F}	1315	⏸️	2014	Symbols	av-symbol	pause button
\x{1F469 200D 1F692}	1316	👩‍🚒	2016	People & Body	person-role	woman firefighter
\x{1F97D}	1317	🥽	2018	Objects	clothing	goggles
\x{1F1FF 1F1FC}	1318	🇿🇼	2010	Flags	country-flag	flag: Zimbabwe
\x{1F961}	1319	🥡	2017	Food & Drink	food-asian	takeout box
\x{1F1F8 1F1F0}	1320	🇸🇰	2010	Flags	country-flag	flag: Slovakia
\x{1F9ED}	1321	🧭	2018	Travel & Places	place-map	compass
\x{1F554}	1322	🕔	2010	Travel & Places	time	five o’clock
\x{1F9FB}	1323	🧻	2018	Objects	household	roll of paper
\x{1F9FE}	1324	🧾	2018	Objects	money	receipt
\x{1F1F4 1F1F2}	1325	🇴🇲	2010	Flags	country-flag	flag: Oman
\x{1F4BE}	1326	💾	2014	Objects	computer	floppy disk
\x{1F4E4}	1327	📤	2014	Objects	mail	outbox tray
\x{2697 FE0F}	1328	⚗️	2005	Objects	science	alembic
\x{1F520}	1329	🔠	2015	Symbols	alphanum	input latin uppercase
\x{1F69D}	1330	🚝	2010	Travel & Places	transport-ground	monorail
\x{1F97C}	1331	🥼	2018	Objects	clothing	lab coat
\x{1F191}	1332	🆑	2010	Symbols	alphanum	CL button
\x{1F469 200D 1F9B2}	1333	👩‍🦲	2018	People & Body	person	woman: bald
\x{1F1F2 1F1F2}	1334	🇲🇲	2010	Flags	country-flag	flag: Myanmar (Burma)
\x{1F468 200D 1F466}	1335	👨‍👦	2016	People & Body	family	family: man, boy
\x{1F99B}	1336	🦛	2018	Animals & Nature	animal-mammal	hippopotamus
\x{1F1F2 1F1F9}	1337	🇲🇹	2010	Flags	country-flag	flag: Malta
\x{1F55A}	1338	🕚	2010	Travel & Places	time	eleven o’clock
\x{1F1E7 1F1E6}	1339	🇧🇦	2010	Flags	country-flag	flag: Bosnia & Herzegovina
\x{1F9EE}	1340	🧮	2018	Objects	computer	abacus
\x{1F469 200D 1F467 200D 1F466}	1341	👩‍👧‍👦	2016	People & Body	family	family: woman, girl, boy
\x{1F3BF}	1342	🎿	2014	Activities	sport	skis
\x{1F524}	1343	🔤	2015	Symbols	alphanum	input latin letters
\x{1F9E7}	1344	🧧	2018	Activities	event	red envelope
\x{1F9EF}	1345	🧯	2018	Objects	household	fire extinguisher
\x{1F236}	1346	🈶	2010	Symbols	alphanum	Japanese “not free of charge” button
\x{1F9F7}	1347	🧷	2018	Objects	household	safety pin
\x{1F6B1}	1348	🚱	2010	Symbols	warning	non-potable water
\x{1F68F}	1349	🚏	2010	Travel & Places	transport-ground	bus stop
\x{1F1F3 1F1EA}	1350	🇳🇪	2010	Flags	country-flag	flag: Niger
\x{1F469 200D 1F527}	1351	👩‍🔧	2016	People & Body	person-role	woman mechanic
\x{1F1E7 1F1F8}	1352	🇧🇸	2010	Flags	country-flag	flag: Bahamas
\x{1F54D}	1353	🕍	2014	Travel & Places	place-religious	synagogue
\x{1F1F0 1F1ED}	1354	🇰🇭	2010	Flags	country-flag	flag: Cambodia
\x{1F522}	1355	🔢	2015	Symbols	alphanum	input numbers
\x{1F1E8 1F1FE}	1356	🇨🇾	2010	Flags	country-flag	flag: Cyprus
\x{1F4ED}	1357	📭	2014	Objects	mail	open mailbox with lowered flag
\x{1F4EA}	1358	📪	2014	Objects	mail	closed mailbox with lowered flag
\x{1F233}	1359	🈳	2010	Symbols	alphanum	Japanese “vacancy” button
\x{1F9EB}	1360	🧫	2018	Objects	science	petri dish
\x{1F1F2 1F1F7}	1361	🇲🇷	2010	Flags	country-flag	flag: Mauritania
\x{1F469 200D 2764 FE0F 200D 1F468}	1362	👩‍❤️‍👨	2010	People & Body	family	couple with heart: woman, man
\x{1F469 200D 1F469 200D 1F467}	1363	👩‍👩‍👧	2010	People & Body	family	family: woman, woman, girl
\x{1F1F0 1F1FF}	1364	🇰🇿	2010	Flags	country-flag	flag: Kazakhstan
\x{1F5A8 FE0F}	1365	🖨️	2014	Objects	computer	printer
\x{23EE FE0F}	1366	⏮️	2010	Symbols	av-symbol	last track button
\x{1F1EC 1F1FE}	1367	🇬🇾	2010	Flags	country-flag	flag: Guyana
\x{1F1F8 1F1EE}	1368	🇸🇮	2010	Flags	country-flag	flag: Slovenia
\x{1F1E7 1F1FE}	1369	🇧🇾	2010	Flags	country-flag	flag: Belarus
\x{1F1F8 1F1F4}	1370	🇸🇴	2010	Flags	country-flag	flag: Somalia
\x{1F560}	1371	🕠	2010	Travel & Places	time	five-thirty
\x{1F1E6 1F1FC}	1372	🇦🇼	2010	Flags	country-flag	flag: Aruba
\x{1F5B2 FE0F}	1373	🖲️	2014	Objects	computer	trackball
\x{26B1 FE0F}	1374	⚱️	2005	Objects	other-object	funeral urn
\x{1F1F2 1F1EA}	1375	🇲🇪	2010	Flags	country-flag	flag: Montenegro
\x{1F1FF 1F1F2}	1376	🇿🇲	2010	Flags	country-flag	flag: Zambia
\x{1F1E7 1F1E7}	1377	🇧🇧	2010	Flags	country-flag	flag: Barbados
\x{1F1F9 1F1EF}	1378	🇹🇯	2010	Flags	country-flag	flag: Tajikistan
\x{1F1E8 1F1EC}	1379	🇨🇬	2010	Flags	country-flag	flag: Congo - Brazzaville
\x{1F1FA 1F1FF}	1380	🇺🇿	2010	Flags	country-flag	flag: Uzbekistan
\x{1F1F8 1F1F1}	1381	🇸🇱	2010	Flags	country-flag	flag: Sierra Leone
\x{1F1F3 1F1E6}	1382	🇳🇦	2010	Flags	country-flag	flag: Namibia
\x{1F69F}	1383	🚟	2010	Travel & Places	transport-air	suspension railway
\x{1F1E7 1F1EE}	1384	🇧🇮	2010	Flags	country-flag	flag: Burundi
\x{1F1FD 1F1F0}	1385	🇽🇰	2010	Flags	country-flag	flag: Kosovo
\x{1F1E6 1F1EE}	1386	🇦🇮	2010	Flags	country-flag	flag: Anguilla
\x{1F94F}	1387	🥏	2018	Activities	sport	flying disc
\x{1F1EA 1F1F9}	1388	🇪🇹	2010	Flags	country-flag	flag: Ethiopia
\x{1F469 200D 1F469 200D 1F467 200D 1F467}	1389	👩‍👩‍👧‍👧	2010	People & Body	family	family: woman, woman, girl, girl
\x{1F1E6 1F1EC}	1390	🇦🇬	2010	Flags	country-flag	flag: Antigua & Barbuda
\x{1F468 200D 1F3ED}	1391	👨‍🏭	2016	People & Body	person-role	man factory worker
\x{1F469 200D 1F467 200D 1F467}	1392	👩‍👧‍👧	2016	People & Body	family	family: woman, girl, girl
\x{1F468 200D 1F468 200D 1F467 200D 1F467}	1393	👨‍👨‍👧‍👧	2010	People & Body	family	family: man, man, girl, girl
\x{1F22F}	1394	🈯	2009	Symbols	alphanum	Japanese “reserved” button
\x{1F6A0}	1395	🚠	2010	Travel & Places	transport-air	mountain cableway
\x{1F55F}	1396	🕟	2010	Travel & Places	time	four-thirty
\x{1F468 200D 1F468 200D 1F466 200D 1F466}	1397	👨‍👨‍👦‍👦	2010	People & Body	family	family: man, man, boy, boy
\x{1F469 200D 1F469 200D 1F467 200D 1F466}	1398	👩‍👩‍👧‍👦	2010	People & Body	family	family: woman, woman, girl, boy
\x{1F1F7 1F1FC}	1399	🇷🇼	2010	Flags	country-flag	flag: Rwanda
\x{1F1E6 1F1FD}	1400	🇦🇽	2010	Flags	country-flag	flag: Åland Islands
\x{1F9B2}	1401	🦲	2018	Component	hair-style	bald
\x{1F469 200D 1F466 200D 1F466}	1402	👩‍👦‍👦	2016	People & Body	family	family: woman, boy, boy
\x{1F1EB 1F1EF}	1403	🇫🇯	2010	Flags	country-flag	flag: Fiji
\x{1F97F}	1404	🥿	2018	Objects	clothing	flat shoe
\x{1F94C}	1405	🥌	2017	Activities	sport	curling stone
\x{1F9F0}	1406	🧰	2018	Objects	tool	toolbox
\x{1F1E6 1F1F8}	1407	🇦🇸	2010	Flags	country-flag	flag: American Samoa
\x{1F1F9 1F1E9}	1408	🇹🇩	2010	Flags	country-flag	flag: Chad
\x{1F468 200D 1F467 200D 1F466}	1409	👨‍👧‍👦	2016	People & Body	family	family: man, girl, boy
\x{1F1E6 1F1E9}	1410	🇦🇩	2010	Flags	country-flag	flag: Andorra
\x{1F9A1}	1411	🦡	2018	Animals & Nature	animal-mammal	badger
\x{1F1EC 1F1F2}	1412	🇬🇲	2010	Flags	country-flag	flag: Gambia
\x{1F1EC 1F1E6}	1413	🇬🇦	2010	Flags	country-flag	flag: Gabon
\x{1F5C2 FE0F}	1414	🗂️	2014	Objects	office	card index dividers
\x{1F1E7 1F1F2}	1415	🇧🇲	2010	Flags	country-flag	flag: Bermuda
\x{1F469 200D 1F3ED}	1416	👩‍🏭	2016	People & Body	person-role	woman factory worker
\x{1F55D}	1417	🕝	2010	Travel & Places	time	two-thirty
\x{1F566}	1418	🕦	2010	Travel & Places	time	eleven-thirty
\x{1F562}	1419	🕢	2010	Travel & Places	time	seven-thirty
\x{1F55C}	1420	🕜	2010	Travel & Places	time	one-thirty
\x{1F1F2 1F1F3}	1421	🇲🇳	2010	Flags	country-flag	flag: Mongolia
\x{1F1F9 1F1EC}	1422	🇹🇬	2010	Flags	country-flag	flag: Togo
\x{1F564}	1423	🕤	2010	Travel & Places	time	nine-thirty
\x{1F1F2 1F1FF}	1424	🇲🇿	2010	Flags	country-flag	flag: Mozambique
\x{1F468 200D 1F468 200D 1F466}	1425	👨‍👨‍👦	2010	People & Body	family	family: man, man, boy
\x{1F202 FE0F}	1426	🈂️	2010	Symbols	alphanum	Japanese “service charge” button
\x{1F1EC 1F1FC}	1427	🇬🇼	2010	Flags	country-flag	flag: Guinea-Bissau
\x{1F1E7 1F1F3}	1428	🇧🇳	2010	Flags	country-flag	flag: Brunei
\x{1F1F2 1F1FB}	1429	🇲🇻	2010	Flags	country-flag	flag: Maldives
\x{1F567}	1430	🕧	2010	Travel & Places	time	twelve-thirty
\x{1F1F2 1F1F4}	1431	🇲🇴	2010	Flags	country-flag	flag: Macao SAR China
\x{1F561}	1432	🕡	2010	Travel & Places	time	six-thirty
\x{26CE}	1433	⛎	2010	Symbols	zodiac	Ophiuchus
\x{1F1F9 1F1F4}	1434	🇹🇴	2010	Flags	country-flag	flag: Tonga
\x{1F563}	1435	🕣	2010	Travel & Places	time	eight-thirty
\x{1F468 200D 1F468 200D 1F467 200D 1F466}	1436	👨‍👨‍👧‍👦	2010	People & Body	family	family: man, man, girl, boy
\x{1F1EA 1F1F7}	1437	🇪🇷	2010	Flags	country-flag	flag: Eritrea
\x{1F1E6 1F1E8}	1438	🇦🇨	2010	Flags	country-flag	flag: Ascension Island
\x{1F1F0 1F1EC}	1439	🇰🇬	2010	Flags	country-flag	flag: Kyrgyzstan
\x{1F1E6 1F1F6}	1440	🇦🇶	2010	Flags	country-flag	flag: Antarctica
\x{1F1E8 1F1FB}	1441	🇨🇻	2010	Flags	country-flag	flag: Cape Verde
\x{1F1E7 1F1EB}	1442	🇧🇫	2010	Flags	country-flag	flag: Burkina Faso
\x{1F1F0 1F1F5}	1443	🇰🇵	2010	Flags	country-flag	flag: North Korea
\x{1F468 200D 1F466 200D 1F466}	1444	👨‍👦‍👦	2016	People & Body	family	family: man, boy, boy
\x{1F565}	1445	🕥	2010	Travel & Places	time	ten-thirty
\x{1F1F2 1F1E9}	1446	🇲🇩	2010	Flags	country-flag	flag: Moldova
\x{1F1EE 1F1E8}	1447	🇮🇨	2010	Flags	country-flag	flag: Canary Islands
\x{1F1FB 1F1E6}	1448	🇻🇦	2010	Flags	country-flag	flag: Vatican City
\x{1F1EC 1F1E9}	1449	🇬🇩	2010	Flags	country-flag	flag: Grenada
\x{1F1EE 1F1F2}	1450	🇮🇲	2010	Flags	country-flag	flag: Isle of Man
\x{1F469 200D 1F469 200D 1F466 200D 1F466}	1451	👩‍👩‍👦‍👦	2010	People & Body	family	family: woman, woman, boy, boy
\x{1F1F2 1F1EB}	1452	🇲🇫	2010	Flags	country-flag	flag: St. Martin
\x{1F4C7}	1453	📇	2014	Objects	office	card index
\x{1F23A}	1454	🈺	2010	Symbols	alphanum	Japanese “open for business” button
\x{1F1F1 1F1E6}	1455	🇱🇦	2010	Flags	country-flag	flag: Laos
\x{1F6F7}	1456	🛷	2017	Activities	sport	sled
\x{1F55E}	1457	🕞	2010	Travel & Places	time	three-thirty
\x{1F1F2 1F1FC}	1458	🇲🇼	2010	Flags	country-flag	flag: Malawi
\x{1F469 200D 1F469 200D 1F466}	1459	👩‍👩‍👦	2010	People & Body	family	family: woman, woman, boy
\x{1F468 200D 1F468 200D 1F467}	1460	👨‍👨‍👧	2010	People & Body	family	family: man, man, girl
\x{1F9B1}	1461	🦱	2018	Component	hair-style	curly hair
\x{1F237 FE0F}	1462	🈷️	2010	Symbols	alphanum	Japanese “monthly amount” button
\x{1F468 200D 1F467 200D 1F467}	1463	👨‍👧‍👧	2016	People & Body	family	family: man, girl, girl
\x{1F1FA 1F1F3}	1464	🇺🇳	2016	Flags	country-flag	flag: United Nations
\x{1F5C3 FE0F}	1465	🗃️	2014	Objects	office	card file box
\x{1F1F1 1F1F8}	1466	🇱🇸	2010	Flags	country-flag	flag: Lesotho
\x{1F5DC FE0F}	1467	🗜️	2014	Objects	tool	clamp
\x{1F1EC 1F1FA}	1468	🇬🇺	2010	Flags	country-flag	flag: Guam
\x{1F9B0}	1469	🦰	2018	Component	hair-style	red hair
\x{1F1E7 1F1FB}	1470	🇧🇻	2010	Flags	country-flag	flag: Bouvet Island
\x{1F521}	1471	🔡	2015	Symbols	alphanum	input latin lowercase
\x{1F1EB 1F1F4}	1472	🇫🇴	2010	Flags	country-flag	flag: Faroe Islands
\x{1F1F2 1F1FA}	1473	🇲🇺	2010	Flags	country-flag	flag: Mauritius
\x{1F1F5 1F1EC}	1474	🇵🇬	2010	Flags	country-flag	flag: Papua New Guinea
\x{1F1E8 1F1FC}	1475	🇨🇼	2010	Flags	country-flag	flag: Curaçao
\x{1F1EC 1F1EC}	1476	🇬🇬	2010	Flags	country-flag	flag: Guernsey
\x{1F201}	1477	🈁	2010	Symbols	alphanum	Japanese “here” button
\x{1F523}	1478	🔣	2015	Symbols	alphanum	input symbols
\x{1F1FC 1F1F8}	1479	🇼🇸	2010	Flags	country-flag	flag: Samoa
\x{1F1F8 1F1F7}	1480	🇸🇷	2010	Flags	country-flag	flag: Suriname
\x{1F1F9 1F1F2}	1481	🇹🇲	2010	Flags	country-flag	flag: Turkmenistan
\x{1F1F8 1F1F8}	1482	🇸🇸	2010	Flags	country-flag	flag: South Sudan
\x{1F5C4 FE0F}	1483	🗄️	2014	Objects	office	file cabinet
\x{1F1E7 1F1F9}	1484	🇧🇹	2010	Flags	country-flag	flag: Bhutan
\x{1F1F8 1F1FD}	1485	🇸🇽	2010	Flags	country-flag	flag: Sint Maarten
